channel,provider,event_id,title
Security,Microsoft-Windows-Security-Auditing,4748,A security-disabled local group was deleted
Security,Microsoft-Windows-Security-Auditing,4880,Certificate Services started
Security,Microsoft-Windows-Security-Auditing,4646,n/a
Security,Microsoft-Windows-Security-Auditing,4909,The local policy settings for the TBS were changed
Security,Microsoft-Windows-Security-Auditing,4949,Windows Firewall settings were restored to the default values.
Security,Microsoft-Windows-Security-Auditing,5376,Credential Manager credentials were backed up.
Security,Microsoft-Windows-Security-Auditing,4744,A security-disabled local group was created
Security,Microsoft-Windows-Security-Auditing,5444,The following sub-layer was present when the Windows Filtering Platform Base Filtering Engine started.
Security,Microsoft-Windows-Security-Auditing,4702,A scheduled task was updated
Security,Microsoft-Windows-Security-Auditing,4912,Per User Audit Policy was changed
Security,Microsoft-Windows-Security-Auditing,4963,IPsec dropped an inbound clear text packet that should have been secured
Security,Microsoft-Windows-Security-Auditing,6410,Code integrity determined that a file does not meet the security requirements to load into a process.
Security,Microsoft-Windows-Security-Auditing,5062,A kernel-mode cryptographic self test was performed.
Security,Microsoft-Windows-Security-Auditing,4794,An attempt was made to set the Directory Services Restore Mode administrator password
Security,Microsoft-Windows-Security-Auditing,4694,Protection of auditable protected data was attempted
Security,Microsoft-Windows-Security-Auditing,5890,An object was added to the COM+ Catalog.
Security,Microsoft-Windows-Security-Auditing,4675,SIDs were filtered
Security,Microsoft-Windows-Security-Auditing,4945,A rule was listed when the Windows Firewall started
Security,Microsoft-Windows-Security-Auditing,5139,A directory service object was moved.
Security,Microsoft-Windows-Security-Auditing,4765,SID History was added to an account
Security,Microsoft-Windows-Security-Auditing,4763,A security-disabled universal group was deleted
Security,Microsoft-Windows-Security-Auditing,4733,A member was removed from a security-enabled local group
Security,Microsoft-Windows-Security-Auditing,5485,IPsec Policy Agent failed to process some IPsec filters on a plug-and-play event for network interfaces.
Security,Microsoft-Windows-Security-Auditing,4667,An application client context was deleted
Security,Microsoft-Windows-Security-Auditing,4746,A member was added to a security-disabled local group
Security,Microsoft-Windows-Security-Auditing,4976,"During main mode negotiation, IPsec received an invalid negotiation packet"
Security,Microsoft-Windows-Security-Auditing,6405,BranchCache: %2 instance(s) of event id %1 occurred.
Security,Microsoft-Windows-Security-Auditing,4698,A scheduled task was created
Security,Microsoft-Windows-Security-Auditing,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Security,Microsoft-Windows-Security-Auditing,4760,A security-disabled universal group was changed
Security,Microsoft-Windows-Security-Auditing,4742,A computer account was changed
Security,Microsoft-Windows-Security-Auditing,5138,A directory service object was undeleted.
Security,Microsoft-Windows-Security-Auditing,4865,A trusted forest information entry was added
Security,Microsoft-Windows-Security-Auditing,4688,A new process has been created
Security,Microsoft-Windows-Security-Auditing,6424,"The installation of this device was allowed, after having previously been forbidden by policy."
Security,Microsoft-Windows-Security-Auditing,4693,Recovery of data protection master key was attempted
Security,Microsoft-Windows-Security-Auditing,6144,Security policy in the group policy objects has been applied successfully.
Security,Microsoft-Windows-Security-Auditing,4780,The ACL was set on accounts which are members of administrators groups
Security,Microsoft-Windows-Security-Auditing,4726,A user account was deleted
Security,Microsoft-Windows-Security-Auditing,5141,A directory service object was deleted.
Security,Microsoft-Windows-Security-Auditing,5463,IPsec Policy Agent polled for changes to the active IPsec policy and detected no changes.
Security,Microsoft-Windows-Security-Auditing,4876,Certificate Services backup started
Security,Microsoft-Windows-Security-Auditing,5044,A change was made to IPsec settings. A connection security rule was modified.
Security,Microsoft-Windows-Security-Auditing,5028,Windows Firewall was unable to parse the new security policy.
Security,Microsoft-Windows-Security-Auditing,4715,The audit policy (SACL) on an object was changed
Security,Microsoft-Windows-Security-Auditing,4883,Certificate Services retrieved an archived key
Security,Microsoft-Windows-Security-Auditing,5025,The Windows Firewall service was stopped.
Security,Microsoft-Windows-Security-Auditing,4930,An Active Directory replica source naming context was modified
Security,Microsoft-Windows-Security-Auditing,4899,A Certificate Services template was updated
Security,Microsoft-Windows-Security-Auditing,6274,Network Policy Server discarded the request for a user.
Security,Microsoft-Windows-Security-Auditing,5060,Verification operation failed.
Security,Microsoft-Windows-Security-Auditing,4665,An attempt was made to create an application client context
Security,Microsoft-Windows-Security-Auditing,5045,A change was made to IPsec settings. A connection security rule was deleted.
Security,Microsoft-Windows-Security-Auditing,5460,IPsec Policy Agent applied local registry storage IPsec policy on the computer.
Security,Microsoft-Windows-Security-Auditing,4764,A group’s type was changed
Security,Microsoft-Windows-Security-Auditing,4787,A non-member was added to a basic application group
Security,Microsoft-Windows-Security-Auditing,4622,A security package has been loaded by the Local Security Authority
Security,Microsoft-Windows-Security-Auditing,4759,A security-disabled universal group was created
Security,Microsoft-Windows-Security-Auditing,4716,Trusted domain information was modified
Security,Microsoft-Windows-Security-Auditing,6416,A new external device was recognized by the system.
Security,Microsoft-Windows-Security-Auditing,5039,A registry key was virtualized.
Security,Microsoft-Windows-Security-Auditing,6278,Network Policy Server granted full access to a user because the host met the defined health policy.
Security,Microsoft-Windows-Security-Auditing,4982,IPsec main mode and extended mode security associations were established
Security,Microsoft-Windows-Security-Auditing,4756,A member was added to a security-enabled universal group
Security,Microsoft-Windows-Security-Auditing,4625,An account failed to log on
Security,Microsoft-Windows-Security-Auditing,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Security,Microsoft-Windows-Eventlog,1100,The event logging service has shut down
Security,Microsoft-Windows-Security-Auditing,6422,A device was enabled.
Security,Microsoft-Windows-Security-Auditing,4784,A basic application group was changed
Security,Microsoft-Windows-Security-Auditing,4737,A security-enabled global group was changed
Security,Microsoft-Windows-Security-Auditing,6277,Network Policy Server granted access to a user but put it on probation because the host did not meet the defined health policy.
Security,Microsoft-Windows-Eventlog,1102,The audit log was cleared
Security,Microsoft-Windows-Security-Auditing,4666,An application attempted an operation
Security,Microsoft-Windows-Security-Auditing,4653,An IPsec main mode negotiation failed
Security,Microsoft-Windows-Security-Auditing,6275,Network Policy Server discarded the accounting request for a user.
Security,Microsoft-Windows-Security-Auditing,5168,Spn check for SMB/SMB2 fails.
Security,Microsoft-Windows-Security-Auditing,6402,BranchCache: The message to the hosted cache offering it data is incorrectly formatted.
Security,Microsoft-Windows-Security-Auditing,4752,A member was removed from a security-disabled global group
Security,Microsoft-Windows-Security-Auditing,4739,Domain Policy was changed
Security,Microsoft-Windows-Security-Auditing,6418,The FIPS mode crypto selftests failed.
Security,Microsoft-Windows-Security-Auditing,4657,A registry value was modified
Security,Microsoft-Windows-Security-Auditing,4729,A member was removed from a security-enabled global group
Security,Microsoft-Windows-Security-Auditing,4797,An attempt was made to query the existence of a blank password for an account
Security,Microsoft-Windows-Security-Auditing,5061,Cryptographic operation.
Security,Microsoft-Windows-Security-Auditing,6403,BranchCache: The hosted cache sent an incorrectly formatted response to the client's message to offer it data.
Security,Microsoft-Windows-Security-Auditing,5633,A request was made to authenticate to a wired network.
Security,Microsoft-Windows-Security-Auditing,4933,Synchronization of a replica of an Active Directory naming context has ended
Security,Microsoft-Windows-Security-Auditing,4887,Certificate Services approved a certificate request and issued a certificate
Security,Microsoft-Windows-Security-Auditing,4659,A handle to an object was requested with intent to delete
Security,Microsoft-Windows-Security-Auditing,5070,A cryptographic function property modification was attempted.
Security,Microsoft-Windows-Security-Auditing,4896,One or more rows have been deleted from the certificate database
Security,Microsoft-Windows-Security-Auditing,4817,Auditing settings on object were changed
Security,Microsoft-Windows-Security-Auditing,4888,Certificate Services denied a certificate request
Security,Microsoft-Windows-Security-Auditing,4902,The Per-user audit policy table was created
Security,Microsoft-Windows-Security-Auditing,5440,The following callout was present when the Windows Filtering Platform Base Filtering Engine started.
Security,Microsoft-Windows-Security-Auditing,4954,"Group Policy settings for Windows Firewall were changed, and the new settings were applied."
Security,Microsoft-Windows-Security-Auditing,5069,A cryptographic function property operation was attempted.
Security,Microsoft-Windows-Security-Auditing,4884,Certificate Services imported a certificate into its database
Security,Microsoft-Windows-Security-Auditing,5126,Signing Certificate was automatically updated by the OCSP Responder Service.
Security,Microsoft-Windows-Security-Auditing,4948,A change was made to the Windows Firewall exception list. A rule was deleted
Security,Microsoft-Windows-Security-Auditing,4767,A user account was unlocked
Security,Microsoft-Windows-Security-Auditing,4979,IPsec main mode and extended mode security associations were established
Security,Microsoft-Windows-Security-Auditing,4952,Windows Firewall ignored parts of a rule because its minor version number is not recognized
Security,Microsoft-Windows-Security-Auditing,4980,IPsec main mode and extended mode security associations were established
Security,Microsoft-Windows-Security-Auditing,5065,A cryptographic context modification was attempted.
Security,Microsoft-Windows-Security-Auditing,4931,An Active Directory replica destination naming context was modified
Security,Microsoft-Windows-Security-Auditing,4977,"During quick mode negotiation, IPsec received an invalid negotiation packet"
Security,Microsoft-Windows-Security-Auditing,4668,An application was initialized
Security,Microsoft-Windows-Security-Auditing,4789,A basic application group was deleted
Security,Microsoft-Windows-Security-Auditing,4934,Attributes of an Active Directory object were replicated
Security,Microsoft-Windows-Security-Auditing,4775,An account could not be mapped for logon
Security,Microsoft-Windows-Security-Auditing,4741,A computer account was created
Security,Microsoft-Windows-Security-Auditing,5149,The DoS attack has subsided and normal processing is being resumed.
Security,Microsoft-Windows-Security-Auditing,4913,Central Access Policy on the object was changed
Security,Microsoft-Windows-Security-Auditing,4734,A security-enabled local group was deleted
Security,Microsoft-Windows-Security-Auditing,5468,IPsec Policy Agent polled for changes to the Active Directory IPsec policy.
Security,Microsoft-Windows-Security-Auditing,4802,The screen saver was invoked
Security,Microsoft-Windows-Security-Auditing,5140,A network share object was accessed
Security,Microsoft-Windows-Security-Auditing,4905,An attempt was made to unregister a security event source
Security,Microsoft-Windows-Security-Auditing,5466,IPsec Policy Agent polled for changes to the Active Directory IPsec policy.
Security,Microsoft-Windows-Security-Auditing,4868,The certificate manager denied a pending certificate request
Security,Microsoft-Windows-Security-Auditing,5471,IPsec Policy Agent loaded local storage IPsec policy on the computer.
Security,Microsoft-Windows-Security-Auditing,5142,A network share object was added
Security,Microsoft-Windows-Security-Auditing,5477,IPsec Policy Agent failed to add quick mode filter.
Security,Microsoft-Windows-Security-Auditing,5712,A Remote Procedure Call (RPC) was attempted.
Security,Microsoft-Windows-Security-Auditing,4821,"A Kerberos service ticket was denied because the user, device, or both does not meet the access control restrictions"
Security,Microsoft-Windows-Security-Auditing,5474,IPsec Policy Agent failed to load directory storage IPsec policy on the computer.
Security,Microsoft-Windows-Security-Auditing,4695,Unprotection of auditable protected data was attempted
Security,Microsoft-Windows-Security-Auditing,4663,An attempt was made to access an object
Security,Microsoft-Windows-Security-Auditing,4656,A handle to an object was requested
Security,Microsoft-Windows-Security-Auditing,5063,A cryptographic provider operation was attempted.
Security,Microsoft-Windows-Security-Auditing,4753,A security-disabled global group was deleted
Security,Microsoft-Windows-Security-Auditing,4878,Certificate Services restore started
Security,Microsoft-Windows-Security-Auditing,4978,"During extended mode negotiation, IPsec received an invalid negotiation packet"
Security,Microsoft-Windows-Security-Auditing,4761,A member was added to a security-disabled universal group
Security,Microsoft-Windows-Security-Auditing,4800,The workstation was locked
Security,Microsoft-Windows-Security-Auditing,5041,A change was made to IPsec settings. An authentication set was modified.
Security,Microsoft-Windows-Security-Auditing,4722,A user account was enabled
Security,Microsoft-Windows-Security-Auditing,5040,A change was made to IPsec settings. An authentication set was added.
Security,Microsoft-Windows-Security-Auditing,5462,IPsec Policy Agent failed to apply some rules of the active IPsec policy on the computer.
Security,Microsoft-Windows-Security-Auditing,4730,A security-enabled global group was deleted
Security,Microsoft-Windows-Security-Auditing,4874,One or more certificate request attributes changed
Security,Microsoft-Windows-Security-Auditing,5125,A request was submitted to OCSP Responder Service.
Security,Microsoft-Windows-Security-Auditing,4792,An LDAP query group was deleted
Security,Microsoft-Windows-Security-Auditing,5450,A Windows Filtering Platform sub-layer has been changed.
Security,Microsoft-Windows-Security-Auditing,5464,"IPsec Policy Agent polled for changes to the active IPsec policy, detected changes, and applied them."
Security,Microsoft-Windows-Security-Auditing,5147,A more restrictive Windows Filtering Platform filter has blocked a packet.
Security,Microsoft-Windows-Security-Auditing,4932,Synchronization of a replica of an Active Directory naming context has begun
Security,Microsoft-Windows-Security-Auditing,5042,A change was made to IPsec settings. An authentication set was deleted.
Security,Microsoft-Windows-Security-Auditing,4655,An IPsec main mode security association ended
Security,Microsoft-Windows-Security-Auditing,5480,IPsec Policy Agent failed to get the complete list of network interfaces on the computer.
Security,Microsoft-Windows-Security-Auditing,4618,A monitored security event pattern has occurred.
Security,Microsoft-Windows-Security-Auditing,4950,A Windows Firewall setting was changed
Security,Microsoft-Windows-Security-Auditing,4983,An IPsec extended mode negotiation failed
Security,Microsoft-Windows-Security-Auditing,4651,An IPsec main mode security association was established
Security,Microsoft-Windows-Security-Auditing,4890,The certificate manager settings for Certificate Services changed
Security,Microsoft-Windows-Security-Auditing,4757,A member was removed from a security-enabled universal group
Security,Microsoft-Windows-Security-Auditing,4614,A notification package has been loaded by the Security Account Manager
Security,Microsoft-Windows-Security-Auditing,4801,The workstation was unlocked
Security,Microsoft-Windows-Security-Auditing,5484,The IPsec Policy Agent service experienced a critical failure and has shut down.
Security,Microsoft-Windows-Security-Auditing,5031,Windows Firewall blocked an application from accepting incoming connections on the network.
Security,Microsoft-Windows-Security-Auditing,5027,The Windows Firewall service was unable to retrieve the security policy from the local storage.
Security,Microsoft-Windows-Security-Auditing,4624,An account was successfully logged on
Security,Microsoft-Windows-Security-Auditing,4946,A change was made to the Windows Firewall exception list. A rule was added
Security,Microsoft-Windows-Security-Auditing,4958,Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer
Security,Microsoft-Windows-Security-Auditing,5067,A cryptographic function modification was attempted.
Security,Microsoft-Windows-Security-Auditing,4689,A process has exited
Security,Microsoft-Windows-Security-Auditing,5449,A Windows Filtering Platform provider context has been changed.
Security,Microsoft-Windows-Security-Auditing,4627,Group membership information
Security,Microsoft-Windows-Security-Auditing,4881,Certificate Services stopped
Security,Microsoft-Windows-Security-Auditing,4743,A computer account was deleted
Security,Microsoft-Windows-Security-Auditing,4608,Windows is starting up
Security,Microsoft-Windows-Security-Auditing,4706,A new trust was created to a domain
Security,Microsoft-Windows-Security-Auditing,4985,The state of a transaction has changed
Security,Microsoft-Windows-Security-Auditing,4891,A configuration entry changed in Certificate Services
Security,Microsoft-Windows-Security-Auditing,5049,An IPsec security association was deleted.
Security,Microsoft-Windows-Security-Auditing,4738,A user account was changed
Security,Microsoft-Windows-Security-Auditing,4697,A service was installed in the system
Security,Microsoft-Windows-Security-Auditing,4754,A security-enabled universal group was created
Security,Microsoft-Windows-Security-Auditing,4799,A security-enabled local group membership was enumerated
Security,Microsoft-Windows-Security-Auditing,4660,An object was deleted
Security,Microsoft-Windows-Security-Auditing,5032,Windows Firewall was unable to notify the user that it blocked an application from accepting incoming connections on the network.
Security,Microsoft-Windows-Security-Auditing,4732,A member was added to a security-enabled local group
Security,Microsoft-Windows-Security-Auditing,5453,An IPsec negotiation with a remote computer failed.
Security,Microsoft-Windows-Security-Auditing,6419,A request was made to disable a device.
Security,Microsoft-Windows-Security-Auditing,5888,An object in the COM+ Catalog was modified.
Security,Microsoft-Windows-Security-Auditing,4709,The IPsec Policy Agent service was started
Security,Microsoft-Windows-Security-Auditing,4935,Replication failure begins
Security,Microsoft-Windows-Security-Auditing,4910,The group policy settings for the TBS were changed
Security,Microsoft-Windows-Security-Auditing,5068,A cryptographic function provider operation was attempted.
Security,Microsoft-Windows-Security-Auditing,5066,A cryptographic function operation was attempted.
Security,Microsoft-Windows-Security-Auditing,4696,A primary token was assigned to process
Security,Microsoft-Windows-Security-Auditing,4882,The security permissions for Certificate Services changed
Security,Microsoft-Windows-Security-Auditing,5151,A more restrictive Windows Filtering Platform filter has blocked a packet.
Security,Microsoft-Windows-Security-Auditing,4793,The Password Policy Checking API was called
Security,Microsoft-Windows-Security-Auditing,6409,BranchCache: A service connection point object could not be parsed.
Security,Microsoft-Windows-Security-Auditing,6408,Registered product %1 failed and Windows Firewall is now controlling the filtering for %2.
Security,Microsoft-Windows-Security-Auditing,6276,Network Policy Server quarantined a user.
Security,Microsoft-Windows-Security-Auditing,4609,Windows is shutting down
Security,Microsoft-Windows-Security-Auditing,4936,Replication failure ends
Security,Microsoft-Windows-Security-Auditing,4705,A user right was removed
Security,Microsoft-Windows-Security-Auditing,5146,The Windows Filtering Platform has blocked a packet.
Security,Microsoft-Windows-Security-Auditing,4866,A trusted forest information entry was removed
Security,Microsoft-Windows-Security-Auditing,5121,OCSP Responder Service Stopped.
Security,Microsoft-Windows-Security-Auditing,4773,A Kerberos service ticket request failed
Security,Microsoft-Windows-Security-Auditing,4929,An Active Directory replica source naming context was removed
Security,Microsoft-Windows-Security-Auditing,4658,The handle to an object was closed
Security,Microsoft-Windows-Security-Auditing,6279,Network Policy Server locked the user account due to repeated failed authentication attempts.
Security,Microsoft-Windows-Security-Auditing,4711,PAStore Engine
Security,Microsoft-Windows-Security-Auditing,4818,Proposed Central Access Policy does not grant the same access permissions as the current Central Access Policy
Security,Microsoft-Windows-Security-Auditing,4758,A security-enabled universal group was deleted
Security,Microsoft-Windows-Security-Auditing,4766,An attempt to add SID History to an account failed
Security,Microsoft-Windows-Security-Auditing,4957,Windows Firewall did not apply the following rule
Security,Microsoft-Windows-Security-Auditing,4626,User / Device claims information
Security,Microsoft-Windows-Security-Auditing,5472,IPsec Policy Agent failed to load local storage IPsec policy on the computer.
Security,Microsoft-Windows-Security-Auditing,4951,Windows Firewall ignored a rule because its major version number is not recognized
Security,Microsoft-Windows-Security-Auditing,5037,The Windows Firewall Driver detected a critical runtime error.
Security,Microsoft-Windows-Security-Auditing,4728,A member was added to a security-enabled global group
Security,Microsoft-Windows-Security-Auditing,5024,The Windows Firewall service started successfully.
Security,Microsoft-Windows-Security-Auditing,4953,Windows Firewall ignored a rule because it could not be parsed
Security,Microsoft-Windows-Security-Auditing,5467,IPsec Policy Agent polled for changes to the Active Directory IPsec policy.
Security,Microsoft-Windows-Security-Auditing,4672,Special privileges assigned to new logon
Security,Microsoft-Windows-Security-Auditing,4771,Kerberos pre-authentication failed
Security,Microsoft-Windows-Security-Auditing,5443,The following provider context was present when the Windows Filtering Platform Base Filtering Engine started.
Security,Microsoft-Windows-Security-Auditing,4825,"A user was denied the access to Remote Desktop. By default, users are allowed to connect only if they are members of the Remote Desktop Users group or Administrators group"
Security,Microsoft-Windows-Security-Auditing,5441,The following filter was present when the Windows Filtering Platform Base Filtering Engine started.
Security,Microsoft-Windows-Security-Auditing,4735,A security-enabled local group was changed
Security,Microsoft-Windows-Security-Auditing,4718,System security access was removed from an account
Security,Microsoft-Windows-Security-Auditing,4717,System security access was granted to an account
Security,Microsoft-Windows-Security-Auditing,6145,One or more errors occurred while processing security policy in the group policy objects.
Security,Microsoft-Windows-Security-Auditing,4650,An IPsec main mode security association was established
Security,Microsoft-Windows-Security-Auditing,5029,The Windows Firewall service failed to initialize the driver.
Security,Microsoft-Windows-Security-Auditing,4819,Central Access Policies on the machine have been changed
Security,Microsoft-Windows-Security-Auditing,4755,A security-enabled universal group was changed
Security,Microsoft-Windows-Security-Auditing,4906,The CrashOnAuditFail value has changed
Security,Microsoft-Windows-Security-Auditing,4731,A security-enabled local group was created
Security,Microsoft-Windows-Security-Auditing,6272,Network Policy Server granted access to a user.
Security,Microsoft-Windows-Security-Auditing,6281,Code Integrity determined that the page hashes of an image file are not valid.
Security,Microsoft-Windows-Security-Auditing,4762,A member was removed from a security-disabled universal group
Security,Microsoft-Windows-Security-Auditing,4960,IPsec dropped an inbound packet that failed an integrity check
Security,Microsoft-Windows-Security-Auditing,6280,Network Policy Server unlocked the user account.
Security,Microsoft-Windows-Security-Auditing,4664,An attempt was made to create a hard link
